id	name	tradition	value	action	bucket	reason
7472	Mictlantecuhtli	Aztec	Quetzalcoatl-bone-recovery-host	REVIEW	3 hyphens	borderline — manual check
7481	Tonantzin	Aztec	mother-goddess-complex-aspect	REVIEW	3 hyphens	borderline — manual check
7481	Tonantzin	Aztec	presidency	KEEP	1-2 hyphens	narrow event-type
7481	Tonantzin	Aztec	Guadalupe-syncretic-continuity	KEEP	1-2 hyphens	narrow event-type
7478	Mayahuel	Aztec	rescue	KEEP	1-2 hyphens	narrow event-type
7478	Mayahuel	Aztec	dismemberment-by-Tzitzimitl	KEEP	1-2 hyphens	narrow event-type
7478	Mayahuel	Aztec	transformation-into-maguey	KEEP	1-2 hyphens	narrow event-type
7482	Nuwa	Chinese	creation	KEEP	1-2 hyphens	narrow event-type
7482	Nuwa	Chinese	repair-of-the-broken-sky	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7482	Nuwa	Chinese	sibling-flood-survival	KEEP	1-2 hyphens	narrow event-type
7482	Nuwa	Chinese	restoration	KEEP	1-2 hyphens	narrow event-type
7490	Shun	Chinese	supreme-filial-piety-despite-abuse	REJECT	identity-keyword	contains identity keyword
7490	Shun	Chinese	elevation-from-commoner-to-emperor	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7490	Shun	Chinese	abdication-to-Yu	KEEP	1-2 hyphens	narrow event-type
7488	Yu the Great	Chinese	control-of-the-Great-Flood	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7488	Yu the Great	Chinese	dredging-rather-than-damming	REVIEW	3 hyphens	borderline — manual check
7488	Yu the Great	Chinese	division-of-the-Nine-Provinces	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7488	Yu the Great	Chinese	founding	KEEP	1-2 hyphens	narrow event-type
7492	Zao Jun	Chinese	household-conduct-observation	KEEP	1-2 hyphens	narrow event-type
7492	Zao Jun	Chinese	annual-report-to-the-Jade-Emperor	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7492	Zao Jun	Chinese	the-sweetening-of-his-lips	REJECT	the-prefix	identity-statement disguised as event
7495	Zhongli Quan	Chinese	military-defeat-and-mountain-withdrawal	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7495	Zhongli Quan	Chinese	immortality	KEEP	1-2 hyphens	narrow event-type
7495	Zhongli Quan	Chinese	initiation-of-Lu-Dongbin	REVIEW	3 hyphens	borderline — manual check
7500	Dizang	Chinese	the-great-vow-to-empty-the-hells	REJECT	the-prefix	identity-statement disguised as event
7500	Dizang	Chinese	harrowing-of-the-underworld	REVIEW	3 hyphens	borderline — manual check
7500	Dizang	Chinese	funerary-salvation	KEEP	1-2 hyphens	narrow event-type
7497	Han Xiangzi	Chinese	rejection-of-the-Confucian-career	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7497	Han Xiangzi	Chinese	immortality	KEEP	1-2 hyphens	narrow event-type
7497	Han Xiangzi	Chinese	the-instant-flowers-prophecy	REJECT	the-prefix	identity-statement disguised as event
7502	Doumu	Chinese	mothering-the-Dipper-star-gods	REJECT	4+ hyphens	too many hyphenated tokens (likely overspecific)
7502	Doumu	Chinese	cosmic-fate-regulation	KEEP	1-2 hyphens	narrow event-type
7502	Doumu	Chinese	Marici-syncretic-development	KEEP	1-2 hyphens	narrow event-type
